ENSMUSG00000033970	ENSMUST00000038131	ENSMUSP00000039621	ENSRNOG00000001088	ENSRNOT00000001444	ENSRNOP00000001444
ENSMUSG00000079451	ENSMUST00000134179	ENSMUSP00000122709	ENSRNOG00000029964	ENSRNOT00000060109	ENSRNOP00000056857
ENSMUSG00000073414	ENSMUST00000097337	ENSMUSP00000094950	ENSRNOG00000026936	ENSRNOT00000076375	ENSRNOP00000068435
ENSMUSG00000040283	ENSMUST00000046522	ENSMUSP00000046229	ENSRNOG00000046377	ENSRNOT00000072081	ENSRNOP00000065366
ENSMUSG00000020435	ENSMUST00000070552	ENSMUSP00000068652	ENSRNOG00000019645	ENSRNOT00000065501	ENSRNOP00000060468
ENSMUSG00000004821	ENSMUST00000004943	ENSMUSP00000004943	ENSRNOG00000000035	ENSRNOT00000000040	ENSRNOP00000000040
ENSMUSG00000026280	ENSMUST00000027502	ENSMUSP00000027502	ENSRNOG00000018403	ENSRNOT00000025529	ENSRNOP00000025529
ENSMUSG00000036391	ENSMUST00000109097	ENSMUSP00000104725	ENSRNOG00000004563	ENSRNOT00000090475	ENSRNOP00000069364
ENSMUSG00000017631	ENSMUST00000072740	ENSMUSP00000072522	ENSRNOG00000056837	ENSRNOT00000080703	ENSRNOP00000068811
ENSMUSG00000030380	ENSMUST00000069289	ENSMUSP00000069122	ENSRNOG00000027550	ENSRNOT00000058563	ENSRNOP00000055361
ENSMUSG00000059495	ENSMUST00000165665	ENSMUSP00000126598	ENSRNOG00000008924	ENSRNOT00000081007	ENSRNOP00000074482
ENSMUSG00000038084	ENSMUST00000038867	ENSMUSP00000036993	ENSRNOG00000001717	ENSRNOT00000002343	ENSRNOP00000002343
ENSMUSG00000032295	ENSMUST00000160147	ENSMUSP00000125478	ENSRNOG00000030654	ENSRNOT00000089575	ENSRNOP00000070004
ENSMUSG00000018293	ENSMUST00000018437	ENSMUSP00000018437	ENSRNOG00000003975	ENSRNOT00000005370	ENSRNOP00000005370
ENSMUSG00000019960	ENSMUST00000020118	ENSMUSP00000020118	ENSRNOG00000023896	ENSRNOT00000037844	ENSRNOP00000032969
ENSMUSG00000020469	ENSMUST00000102921	ENSMUSP00000099985	ENSRNOG00000014409	ENSRNOT00000085847	ENSRNOP00000072403
ENSMUSG00000085272	ENSMUST00000144863	ENSMUSP00000122507	ENSRNOG00000042927	ENSRNOT00000066307	ENSRNOP00000060533
ENSMUSG00000079111	ENSMUST00000110731	ENSMUSP00000106359	ENSRNOG00000001083	ENSRNOT00000001438	ENSRNOP00000001438
ENSMUSG00000016087	ENSMUST00000016231	ENSMUSP00000016231	ENSRNOG00000008904	ENSRNOT00000068037	ENSRNOP00000059605
ENSMUSG00000029616	ENSMUST00000111802	ENSMUSP00000107433	ENSRNOG00000001348	ENSRNOT00000001822	ENSRNOP00000001822
ENSMUSG00000055027	ENSMUST00000074301	ENSMUSP00000073911	ENSRNOG00000006776	ENSRNOT00000009184	ENSRNOP00000009184
ENSMUSG00000022855	ENSMUST00000023561	ENSMUSP00000023561	ENSRNOG00000001773	ENSRNOT00000002425	ENSRNOP00000002425
ENSMUSG00000027993	ENSMUST00000107692	ENSMUSP00000103320	ENSRNOG00000010124	ENSRNOT00000067618	ENSRNOP00000060362
ENSMUSG00000006456	ENSMUST00000180008	ENSMUSP00000137466	ENSRNOG00000045568	ENSRNOT00000072373	ENSRNOP00000066778
ENSMUSG00000030911	ENSMUST00000208874	ENSMUSP00000147097	ENSRNOG00000057989	ENSRNOT00000088536	ENSRNOP00000072132
ENSMUSG00000048764	ENSMUST00000116553	ENSMUSP00000112252	ENSRNOG00000002005	ENSRNOT00000002745	ENSRNOP00000002745
ENSMUSG00000026933	ENSMUST00000114167	ENSMUSP00000109804	ENSRNOG00000017883	ENSRNOT00000024163	ENSRNOP00000024163
ENSMUSG00000002100	ENSMUST00000137942	ENSMUSP00000119994	ENSRNOG00000012307	ENSRNOT00000016652	ENSRNOP00000016652
ENSMUSG00000042249	ENSMUST00000065167	ENSMUSP00000070445	ENSRNOG00000059456	ENSRNOT00000082593	ENSRNOP00000075107
ENSMUSG00000043501	ENSMUST00000044584	ENSMUSP00000036598	ENSRNOG00000008539	ENSRNOT00000011750	ENSRNOP00000011750
ENSMUSG00000073176	ENSMUST00000101560	ENSMUSP00000099096	ENSRNOG00000050562	ENSRNOT00000073827	ENSRNOP00000064761
ENSMUSG00000049717	ENSMUST00000170033	ENSMUSP00000130807	ENSRNOG00000014605	ENSRNOT00000019615	ENSRNOP00000019615
ENSMUSG00000013766	ENSMUST00000172494	ENSMUSP00000133645	ENSRNOG00000027157	ENSRNOT00000037482	ENSRNOP00000032019
ENSMUSG00000004127	ENSMUST00000040321	ENSMUSP00000042082	ENSRNOG00000011025	ENSRNOT00000082894	ENSRNOP00000071908
ENSMUSG00000022031	ENSMUST00000225355	ENSMUSP00000153462	ENSRNOG00000014291	ENSRNOT00000019262	ENSRNOP00000019262
ENSMUSG00000013736	ENSMUST00000113249	ENSMUSP00000108875	ENSRNOG00000006432	ENSRNOT00000008526	ENSRNOP00000008527
ENSMUSG00000042719	ENSMUST00000042163	ENSMUSP00000038977	ENSRNOG00000001350	ENSRNOT00000080418	ENSRNOP00000075085
ENSMUSG00000022176	ENSMUST00000164766	ENSMUSP00000127199	ENSRNOG00000011646	ENSRNOT00000016020	ENSRNOP00000016020
ENSMUSG00000026279	ENSMUST00000190116	ENSMUSP00000140761	ENSRNOG00000018351	ENSRNOT00000024794	ENSRNOP00000024794
ENSMUSG00000073413	ENSMUST00000007259	ENSMUSP00000007259	ENSRNOG00000000844	ENSRNOT00000001120	ENSRNOP00000001120
ENSMUSG00000027808	ENSMUST00000029385	ENSMUSP00000029385	ENSRNOG00000011763	ENSRNOT00000017868	ENSRNOP00000017868
ENSMUSG00000027810	ENSMUST00000029387	ENSMUSP00000029387	ENSRNOG00000013393	ENSRNOT00000018022	ENSRNOP00000018022
ENSMUSG00000026317	ENSMUST00000027554	ENSMUSP00000027554	ENSRNOG00000012565	ENSRNOT00000016756	ENSRNOP00000016756
ENSMUSG00000031635	ENSMUST00000034052	ENSMUSP00000034052	ENSRNOG00000014339	ENSRNOT00000059724	ENSRNOP00000056478
ENSMUSG00000031328	ENSMUST00000144429	ENSMUSP00000123278	ENSRNOG00000054890	ENSRNOT00000079889	ENSRNOP00000070703
ENSMUSG00000024948	ENSMUST00000025897	ENSMUSP00000025897	ENSRNOG00000021061	ENSRNOT00000064798	ENSRNOP00000059958
ENSMUSG00000035941	ENSMUST00000039213	ENSMUSP00000041145	ENSRNOG00000027728	ENSRNOT00000056930	ENSRNOP00000053769
ENSMUSG00000035861	ENSMUST00000038448	ENSMUSP00000042406	ENSRNOG00000002002	ENSRNOT00000002743	ENSRNOP00000002743
ENSMUSG00000028158	ENSMUST00000098580	ENSMUSP00000096179	ENSRNOG00000010655	ENSRNOT00000014631	ENSRNOP00000014630
ENSMUSG00000034923	ENSMUST00000038507	ENSMUSP00000046380	ENSRNOG00000027225	ENSRNOT00000076253	ENSRNOP00000068053
ENSMUSG00000030774	ENSMUST00000033040	ENSMUSP00000033040	ENSRNOG00000029784	ENSRNOT00000091952	ENSRNOP00000073036
ENSMUSG00000020427	ENSMUST00000020702	ENSMUSP00000020702	ENSRNOG00000061910	ENSRNOT00000088355	ENSRNOP00000073137
ENSMUSG00000022148	ENSMUST00000090461	ENSMUSP00000087947	ENSRNOG00000013886	ENSRNOT00000018634	ENSRNOP00000018634
ENSMUSG00000058831	ENSMUST00000080428	ENSMUSP00000079289	ENSRNOG00000006874	ENSRNOT00000009278	ENSRNOP00000009278
ENSMUSG00000039515	ENSMUST00000042055	ENSMUSP00000046837	ENSRNOG00000018457	ENSRNOT00000024914	ENSRNOP00000024914
ENSMUSG00000021953	ENSMUST00000022522	ENSMUSP00000022522	ENSRNOG00000011342	ENSRNOT00000015353	ENSRNOP00000015353
ENSMUSG00000041460	ENSMUST00000239058	ENSMUSP00000159022	ENSRNOG00000008031	ENSRNOT00000010746	ENSRNOP00000010746
ENSMUSG00000024517	ENSMUST00000173985	ENSMUSP00000133437	ENSRNOG00000016999	ENSRNOT00000022845	ENSRNOP00000022845
ENSMUSG00000026473	ENSMUST00000086199	ENSMUSP00000083375	ENSRNOG00000049560	ENSRNOT00000075480	ENSRNOP00000065890
ENSMUSG00000029767	ENSMUST00000031779	ENSMUSP00000031779	ENSRNOG00000006197	ENSRNOT00000008356	ENSRNOP00000008356
ENSMUSG00000029534	ENSMUST00000144488	ENSMUSP00000115215	ENSRNOG00000056243	ENSRNOT00000080880	ENSRNOP00000070744
ENSMUSG00000034912	ENSMUST00000222167	ENSMUSP00000152112	ENSRNOG00000000618	ENSRNOT00000000767	ENSRNOP00000000767
ENSMUSG00000020335	ENSMUST00000109124	ENSMUSP00000104752	ENSRNOG00000029678	ENSRNOT00000004902	ENSRNOP00000004902
ENSMUSG00000039714	ENSMUST00000045068	ENSMUSP00000046748	ENSRNOG00000019317	ENSRNOT00000026165	ENSRNOP00000026165
ENSMUSG00000032064	ENSMUST00000121634	ENSMUSP00000113089	ENSRNOG00000010260	ENSRNOT00000083102	ENSRNOP00000073690
ENSMUSG00000032343	ENSMUST00000113250	ENSMUSP00000108876	ENSRNOG00000012479	ENSRNOT00000017048	ENSRNOP00000017048
ENSMUSG00000044542	ENSMUST00000051159	ENSMUSP00000057231	ENSRNOG00000003671	ENSRNOT00000004872	ENSRNOP00000004872
ENSMUSG00000035064	ENSMUST00000047875	ENSMUSP00000046595	ENSRNOG00000016448	ENSRNOT00000022726	ENSRNOP00000022726
ENSMUSG00000063975	ENSMUST00000111825	ENSMUSP00000137607	ENSRNOG00000031249	ENSRNOT00000049569	ENSRNOP00000048288
ENSMUSG00000018909	ENSMUST00000098266	ENSMUSP00000095866	ENSRNOG00000030404	ENSRNOT00000043554	ENSRNOP00000046069
ENSMUSG00000024388	ENSMUST00000134663	ENSMUSP00000118046	ENSRNOG00000015035	ENSRNOT00000021405	ENSRNOP00000021405
ENSMUSG00000022003	ENSMUST00000022580	ENSMUSP00000022580	ENSRNOG00000001052	ENSRNOT00000001389	ENSRNOP00000001389
ENSMUSG00000048281	ENSMUST00000063169	ENSMUSP00000060855	ENSRNOG00000009181	ENSRNOT00000076969	ENSRNOP00000068182
ENSMUSG00000029882	ENSMUST00000031931	ENSMUSP00000031931	ENSRNOG00000013382	ENSRNOT00000018042	ENSRNOP00000018042
ENSMUSG00000024518	ENSMUST00000235720	ENSMUSP00000158513	ENSRNOG00000016944	ENSRNOT00000022784	ENSRNOP00000022785
ENSMUSG00000059895	ENSMUST00000230864		ENSRNOG00000007628	ENSRNOT00000010224	ENSRNOP00000010224
ENSMUSG00000044162	ENSMUST00000212402	ENSMUSP00000148446	ENSRNOG00000054524	ENSRNOT00000091272	ENSRNOP00000068894
ENSMUSG00000021932	ENSMUST00000022499	ENSMUSP00000022499	ENSRNOG00000009192	ENSRNOT00000012231	ENSRNOP00000012231
ENSMUSG00000027254	ENSMUST00000094639	ENSMUSP00000092223	ENSRNOG00000014230	ENSRNOT00000083005	ENSRNOP00000073375
ENSMUSG00000022560	ENSMUST00000023220	ENSMUSP00000023220	ENSRNOG00000032561	ENSRNOT00000047380	ENSRNOP00000046721
ENSMUSG00000004798	ENSMUST00000004920	ENSMUSP00000004920	ENSRNOG00000002763	ENSRNOT00000003792	ENSRNOP00000003792
ENSMUSG00000031447	ENSMUST00000033824	ENSMUSP00000033824	ENSRNOG00000019629	ENSRNOT00000026580	ENSRNOP00000026580
ENSMUSG00000041681	ENSMUST00000041993	ENSMUSP00000043956	ENSRNOG00000012417	ENSRNOT00000016614	ENSRNOP00000016614
ENSMUSG00000032534	ENSMUST00000093791	ENSMUSP00000091306	ENSRNOG00000008410	ENSRNOT00000084413	ENSRNOP00000070249
ENSMUSG00000039768	ENSMUST00000062904	ENSMUSP00000051643	ENSRNOG00000008802	ENSRNOT00000011960	ENSRNOP00000011960
ENSMUSG00000020169	ENSMUST00000020378	ENSMUSP00000020378	ENSRNOG00000005491	ENSRNOT00000007309	ENSRNOP00000007309
ENSMUSG00000019838	ENSMUST00000092566	ENSMUSP00000090227	ENSRNOG00000000588	ENSRNOT00000000718	ENSRNOP00000000718
ENSMUSG00000035228	ENSMUST00000108571	ENSMUSP00000104211	ENSRNOG00000015997	ENSRNOT00000021613	ENSRNOP00000021613
ENSMUSG00000020021	ENSMUST00000020208	ENSMUSP00000020208	ENSRNOG00000054515	ENSRNOT00000077666	ENSRNOP00000074257
ENSMUSG00000036449	ENSMUST00000038482	ENSMUSP00000043902	ENSRNOG00000017161	ENSRNOT00000023062	ENSRNOP00000023062
ENSMUSG00000002250	ENSMUST00000002320	ENSMUSP00000002320	ENSRNOG00000000503	ENSRNOT00000083109	ENSRNOP00000069522
ENSMUSG00000028790	ENSMUST00000129342	ENSMUSP00000115402	ENSRNOG00000046794	ENSRNOT00000075270	ENSRNOP00000066894
ENSMUSG00000033623	ENSMUST00000046975	ENSMUSP00000041790	ENSRNOG00000000062	ENSRNOT00000000071	ENSRNOP00000000071
ENSMUSG00000027379	ENSMUST00000028858	ENSMUSP00000028858	ENSRNOG00000032778	ENSRNOT00000051783	ENSRNOP00000042114
ENSMUSG00000033227	ENSMUST00000006716	ENSMUSP00000006716	ENSRNOG00000017409	ENSRNOT00000023439	ENSRNOP00000023439
ENSMUSG00000008845	ENSMUST00000032234	ENSMUSP00000032234	ENSRNOG00000010253	ENSRNOT00000068407	ENSRNOP00000058828
ENSMUSG00000033597	ENSMUST00000024958	ENSMUSP00000024958	ENSRNOG00000003195	ENSRNOT00000043951	ENSRNOP00000039956
ENSMUSG00000033526	ENSMUST00000052029	ENSMUSP00000057632	ENSRNOG00000014436	ENSRNOT00000065285	ENSRNOP00000059430
ENSMUSG00000015291	ENSMUST00000015435	ENSMUSP00000015435	ENSRNOG00000056870	ENSRNOT00000089814	ENSRNOP00000070171
ENSMUSG00000038884	ENSMUST00000043911	ENSMUSP00000045384	ENSRNOG00000020580	ENSRNOT00000027949	ENSRNOP00000027949
ENSMUSG00000043290	ENSMUST00000062428	ENSMUSP00000051979	ENSRNOG00000016279	ENSRNOT00000021917	ENSRNOP00000021917
ENSMUSG00000038371	ENSMUST00000166020	ENSMUSP00000126217	ENSRNOG00000009812	ENSRNOT00000013126	ENSRNOP00000013126
ENSMUSG00000006342	ENSMUST00000095541	ENSMUSP00000093197	ENSRNOG00000033389	ENSRNOT00000079996	ENSRNOP00000071546
ENSMUSG00000036151	ENSMUST00000110160	ENSMUSP00000105788	ENSRNOG00000042237	ENSRNOT00000027800	ENSRNOP00000027800
ENSMUSG00000055670	ENSMUST00000069395	ENSMUSP00000068790	ENSRNOG00000024535	ENSRNOT00000036278	ENSRNOP00000031588
ENSMUSG00000055003	ENSMUST00000112756	ENSMUSP00000108376	ENSRNOG00000007508	ENSRNOT00000010238	ENSRNOP00000010238
ENSMUSG00000031775	ENSMUST00000034227	ENSMUSP00000034227	ENSRNOG00000016558	ENSRNOT00000022277	ENSRNOP00000022277
ENSMUSG00000019978	ENSMUST00000053748	ENSMUSP00000055122	ENSRNOG00000012346	ENSRNOT00000061332	ENSRNOP00000058049
ENSMUSG00000061374	ENSMUST00000167804	ENSMUSP00000126765	ENSRNOG00000016574	ENSRNOT00000022236	ENSRNOP00000022236
ENSMUSG00000025724	ENSMUST00000117383	ENSMUSP00000113601	ENSRNOG00000011029	ENSRNOT00000015218	ENSRNOP00000015218
ENSMUSG00000056185	ENSMUST00000070172	ENSMUSP00000070915	ENSRNOG00000026527	ENSRNOT00000036745	ENSRNOP00000031258
ENSMUSG00000037503	ENSMUST00000047534	ENSMUSP00000042212	ENSRNOG00000023467	ENSRNOT00000039480	ENSRNOP00000033168
ENSMUSG00000045267	ENSMUST00000057633	ENSMUSP00000050277	ENSRNOG00000011963	ENSRNOT00000015904	ENSRNOP00000015904
ENSMUSG00000004591	ENSMUST00000174422	ENSMUSP00000134559	ENSRNOG00000011317	ENSRNOT00000031748	ENSRNOP00000034133
ENSMUSG00000041608	ENSMUST00000047687	ENSMUSP00000036830	ENSRNOG00000018982	ENSRNOT00000082377	ENSRNOP00000073543
ENSMUSG00000056271	ENSMUST00000093832	ENSMUSP00000091352	ENSRNOG00000019355	ENSRNOT00000026192	ENSRNOP00000026192
ENSMUSG00000018651	ENSMUST00000018795	ENSMUSP00000018795	ENSRNOG00000002757	ENSRNOT00000003699	ENSRNOP00000003699
ENSMUSG00000030691	ENSMUST00000032931	ENSMUSP00000032931	ENSRNOG00000019319	ENSRNOT00000091822	ENSRNOP00000072072
ENSMUSG00000033615	ENSMUST00000046892	ENSMUSP00000038502	ENSRNOG00000000060	ENSRNOT00000061720	ENSRNOP00000058432
ENSMUSG00000035517	ENSMUST00000107777	ENSMUSP00000103406	ENSRNOG00000055779	ENSRNOT00000085738	ENSRNOP00000068568
ENSMUSG00000002812	ENSMUST00000002889	ENSMUSP00000002889	ENSRNOG00000004159	ENSRNOT00000006753	ENSRNOP00000006753
ENSMUSG00000023930	ENSMUST00000233679	ENSMUSP00000156388	ENSRNOG00000013225	ENSRNOT00000017996	ENSRNOP00000017996
ENSMUSG00000029203	ENSMUST00000142407	ENSMUSP00000122471	ENSRNOG00000027088	ENSRNOT00000030485	ENSRNOP00000032265
ENSMUSG00000023104	ENSMUST00000023867	ENSMUSP00000023867	ENSRNOG00000001457	ENSRNOT00000001989	ENSRNOP00000001989
ENSMUSG00000006529	ENSMUST00000006704	ENSMUSP00000006704	ENSRNOG00000033386	ENSRNOT00000051751	ENSRNOP00000041165
ENSMUSG00000018442	ENSMUST00000108523	ENSMUSP00000104163	ENSRNOG00000055466	ENSRNOT00000089638	ENSRNOP00000068885
ENSMUSG00000021712	ENSMUST00000022225	ENSMUSP00000022225	ENSRNOG00000012354	ENSRNOT00000016596	ENSRNOP00000016597
ENSMUSG00000042472	ENSMUST00000045931	ENSMUSP00000045550	ENSRNOG00000010985	ENSRNOT00000014738	ENSRNOP00000014738
ENSMUSG00000035851	ENSMUST00000120498	ENSMUSP00000113951	ENSRNOG00000001996	ENSRNOT00000002736	ENSRNOP00000002736
ENSMUSG00000074405	ENSMUST00000085427	ENSMUSP00000082550	ENSRNOG00000028628	ENSRNOT00000031786	ENSRNOP00000065258
ENSMUSG00000046311	ENSMUST00000133150	ENSMUSP00000115576	ENSRNOG00000051756	ENSRNOT00000085975	ENSRNOP00000073443
ENSMUSG00000079657	ENSMUST00000176533	ENSMUSP00000135775	ENSRNOG00000042086	ENSRNOT00000004249	ENSRNOP00000004249
ENSMUSG00000040363	ENSMUST00000115513	ENSMUSP00000111175	ENSRNOG00000034240	ENSRNOT00000041003	ENSRNOP00000047677
ENSMUSG00000040396	ENSMUST00000139793	ENSMUSP00000116130	ENSRNOG00000014598	ENSRNOT00000019563	ENSRNOP00000019563
ENSMUSG00000030127	ENSMUST00000112439	ENSMUSP00000108058	ENSRNOG00000016778	ENSRNOT00000022874	ENSRNOP00000022874
ENSMUSG00000049550	ENSMUST00000063905	ENSMUSP00000068241	ENSRNOG00000001247	ENSRNOT00000088002	ENSRNOP00000073711
ENSMUSG00000040751	ENSMUST00000036362	ENSMUSP00000046900	ENSRNOG00000021856	ENSRNOT00000034629	ENSRNOP00000031304
ENSMUSG00000046324	ENSMUST00000159692	ENSMUSP00000124881	ENSRNOG00000010915	ENSRNOT00000021958	ENSRNOP00000021958
ENSMUSG00000021280	ENSMUST00000223050	ENSMUSP00000152337	ENSRNOG00000010111	ENSRNOT00000013460	ENSRNOP00000013460
ENSMUSG00000027667	ENSMUST00000191783	ENSMUSP00000141446	ENSRNOG00000043053	ENSRNOT00000065518	ENSRNOP00000062807
ENSMUSG00000031779	ENSMUST00000034231	ENSMUSP00000034231	ENSRNOG00000016535	ENSRNOT00000022167	ENSRNOP00000022167
ENSMUSG00000037509	ENSMUST00000159747	ENSMUSP00000124213	ENSRNOG00000014035	ENSRNOT00000018935	ENSRNOP00000018935
ENSMUSG00000039356	ENSMUST00000038474	ENSMUSP00000043519	ENSRNOG00000009245	ENSRNOT00000012312	ENSRNOP00000012311
ENSMUSG00000031497	ENSMUST00000207792	ENSMUSP00000146694	ENSRNOG00000014464	ENSRNOT00000076737	ENSRNOP00000068118
ENSMUSG00000040599	ENSMUST00000164220	ENSMUSP00000127782	ENSRNOG00000007725	ENSRNOT00000010144	ENSRNOP00000010144
ENSMUSG00000052752	ENSMUST00000088464	ENSMUSP00000085812	ENSRNOG00000003131	ENSRNOT00000004192	ENSRNOP00000004192
ENSMUSG00000020669	ENSMUST00000020997	ENSMUSP00000020997	ENSRNOG00000005522	ENSRNOT00000068208	ENSRNOP00000060428
ENSMUSG00000027380	ENSMUST00000028859	ENSMUSP00000028859	ENSRNOG00000016179	ENSRNOT00000021740	ENSRNOP00000021740
ENSMUSG00000018347	ENSMUST00000018491	ENSMUSP00000018491	ENSRNOG00000003981	ENSRNOT00000005518	ENSRNOP00000005518
ENSMUSG00000020536	ENSMUST00000052346	ENSMUSP00000060749	ENSRNOG00000003948	ENSRNOT00000005366	ENSRNOP00000005366
ENSMUSG00000016520	ENSMUST00000016664	ENSMUSP00000016664	ENSRNOG00000000955	ENSRNOT00000001263	ENSRNOP00000001263
ENSMUSG00000033122	ENSMUST00000222783	ENSMUSP00000152848	ENSRNOG00000019096	ENSRNOT00000025850	ENSRNOP00000025850
ENSMUSG00000038828	ENSMUST00000201203	ENSMUSP00000144615	ENSRNOG00000008812	ENSRNOT00000011838	ENSRNOP00000011838
ENSMUSG00000057375	ENSMUST00000075693	ENSMUSP00000075113	ENSRNOG00000010512	ENSRNOT00000014091	ENSRNOP00000014091
ENSMUSG00000047205	ENSMUST00000109996	ENSMUSP00000105624	ENSRNOG00000024945	ENSRNOT00000005516	ENSRNOP00000005516
ENSMUSG00000072946	ENSMUST00000123693	ENSMUSP00000115506	ENSRNOG00000038166	ENSRNOT00000059073	ENSRNOP00000055851
ENSMUSG00000026167	ENSMUST00000006718	ENSMUSP00000006718	ENSRNOG00000052510	ENSRNOT00000086375	ENSRNOP00000072067
ENSMUSG00000049109	ENSMUST00000056097	ENSMUSP00000060129	ENSRNOG00000014979	ENSRNOT00000020102	ENSRNOP00000020102
ENSMUSG00000031778	ENSMUST00000135970	ENSMUSP00000117632	ENSRNOG00000016326	ENSRNOT00000022128	ENSRNOP00000022128
ENSMUSG00000020640	ENSMUST00000220311	ENSMUSP00000151896	ENSRNOG00000046741	ENSRNOT00000074150	ENSRNOP00000065329
ENSMUSG00000047767	ENSMUST00000120267	ENSMUSP00000112500	ENSRNOG00000019413	ENSRNOT00000026286	ENSRNOP00000026286
ENSMUSG00000019715	ENSMUST00000019859	ENSMUSP00000019859	ENSRNOG00000015237	ENSRNOT00000020630	ENSRNOP00000020630
ENSMUSG00000002103	ENSMUST00000002172	ENSMUSP00000002172	ENSRNOG00000013594	ENSRNOT00000018620	ENSRNOP00000018620
ENSMUSG00000023926	ENSMUST00000024721	ENSMUSP00000024721	ENSRNOG00000050121	ENSRNOT00000072144	ENSRNOP00000065437
ENSMUSG00000022407	ENSMUST00000023043	ENSMUSP00000023043	ENSRNOG00000018655	ENSRNOT00000025193	ENSRNOP00000025193
ENSMUSG00000054423	ENSMUST00000112658	ENSMUSP00000108277	ENSRNOG00000008570	ENSRNOT00000012153	ENSRNOP00000012153
ENSMUSG00000022094	ENSMUST00000068044	ENSMUSP00000066108	ENSRNOG00000009832	ENSRNOT00000013067	ENSRNOP00000013066
ENSMUSG00000040928	ENSMUST00000072431	ENSMUSP00000072258	ENSRNOG00000007099	ENSRNOT00000009436	ENSRNOP00000009436
ENSMUSG00000032473	ENSMUST00000035048	ENSMUSP00000035048	ENSRNOG00000030386	ENSRNOT00000052043	ENSRNOP00000046247
ENSMUSG00000063882	ENSMUST00000050580	ENSMUSP00000052395	ENSRNOG00000012550	ENSRNOT00000016751	ENSRNOP00000016751
ENSMUSG00000022304	ENSMUST00000022915	ENSMUSP00000022915	ENSRNOG00000004298	ENSRNOT00000006004	ENSRNOP00000006004
ENSMUSG00000049382	ENSMUST00000023952	ENSMUSP00000023952	ENSRNOG00000009779	ENSRNOT00000038480	ENSRNOP00000029068
ENSMUSG00000013663	ENSMUST00000013807	ENSMUSP00000013807	ENSRNOG00000020723	ENSRNOT00000028143	ENSRNOP00000028143
ENSMUSG00000028788	ENSMUST00000030578	ENSMUSP00000030578	ENSRNOG00000050044	ENSRNOT00000074415	ENSRNOP00000064832
ENSMUSG00000048807	ENSMUST00000109995	ENSMUSP00000105622	ENSRNOG00000004168	ENSRNOT00000005646	ENSRNOP00000005646
ENSMUSG00000027244	ENSMUST00000028678	ENSMUSP00000028678	ENSRNOG00000016984	ENSRNOT00000022841	ENSRNOP00000022841
ENSMUSG00000020867	ENSMUST00000041705	ENSMUSP00000042572	ENSRNOG00000003273	ENSRNOT00000004377	ENSRNOP00000004377
ENSMUSG00000024949	ENSMUST00000113488	ENSMUSP00000109116	ENSRNOG00000021085	ENSRNOT00000028628	ENSRNOP00000028628
ENSMUSG00000037348	ENSMUST00000125330	ENSMUSP00000116485	ENSRNOG00000022054	ENSRNOT00000022713	ENSRNOP00000022714
ENSMUSG00000038042	ENSMUST00000035824	ENSMUSP00000047374	ENSRNOG00000026564	ENSRNOT00000089140	ENSRNOP00000075617
ENSMUSG00000066797	ENSMUST00000086195	ENSMUSP00000083370	ENSRNOG00000031569	ENSRNOT00000050365	ENSRNOP00000044433
ENSMUSG00000035967	ENSMUST00000132428	ENSMUSP00000138630	ENSRNOG00000046662	ENSRNOT00000080110	ENSRNOP00000071477
ENSMUSG00000096215	ENSMUST00000184439	ENSMUSP00000139370	ENSRNOG00000042344	ENSRNOT00000066754	ENSRNOP00000058950
ENSMUSG00000062151	ENSMUST00000075245	ENSMUSP00000074726	ENSRNOG00000056612	ENSRNOT00000080662	ENSRNOP00000075433
ENSMUSG00000055725	ENSMUST00000069453	ENSMUSP00000069324	ENSRNOG00000002035	ENSRNOT00000032130	ENSRNOP00000037290
ENSMUSG00000005897	ENSMUST00000092213	ENSMUSP00000089858	ENSRNOG00000006983	ENSRNOT00000089228	ENSRNOP00000071901
ENSMUSG00000029477	ENSMUST00000132775	ENSMUSP00000120199	ENSRNOG00000045574	ENSRNOT00000074936	ENSRNOP00000065336
ENSMUSG00000054537	ENSMUST00000161306	ENSMUSP00000124534	ENSRNOG00000022255	ENSRNOT00000036948	ENSRNOP00000037162
ENSMUSG00000034639	ENSMUST00000049246	ENSMUSP00000048225	ENSRNOG00000006806	ENSRNOT00000008892	ENSRNOP00000008892
ENSMUSG00000039959	ENSMUST00000060311	ENSMUSP00000059033	ENSRNOG00000001448	ENSRNOT00000030497	ENSRNOP00000031153
ENSMUSG00000007594	ENSMUST00000007738	ENSMUSP00000007738	ENSRNOG00000049949	ENSRNOT00000072565	ENSRNOP00000064949
ENSMUSG00000032181	ENSMUST00000034699	ENSMUSP00000034699	ENSRNOG00000010784	ENSRNOT00000014491	ENSRNOP00000014491
ENSMUSG00000036698	ENSMUST00000044113	ENSMUSP00000042207	ENSRNOG00000008533	ENSRNOT00000011898	ENSRNOP00000011898
ENSMUSG00000034024	ENSMUST00000047672	ENSMUSP00000036288	ENSRNOG00000021317	ENSRNOT00000037946	ENSRNOP00000029234
ENSMUSG00000026950	ENSMUST00000238288	ENSMUSP00000158760	ENSRNOG00000006783	ENSRNOT00000076095	ENSRNOP00000068343
ENSMUSG00000070814	ENSMUST00000119558	ENSMUSP00000112825	ENSRNOG00000014186	ENSRNOT00000018989	ENSRNOP00000018989
ENSMUSG00000038486	ENSMUST00000035371	ENSMUSP00000037576	ENSRNOG00000021182	ENSRNOT00000028760	ENSRNOP00000028760
