Gene stable ID	Transcript stable ID	Protein stable ID	Gene name	Transcript count	Rat gene stable ID	Rat protein or transcript stable ID	Rat homology type	%id. target Rat gene identical to query gene	%id. query gene identical to target Rat gene	Rat Gene-order conservation score	Rat Whole-genome alignment coverage	dN with Rat	dS with Rat	Rat orthology confidence [0 low, 1 high]	Mouse chrome	Mouse start	Mouse end	Mouse length	Rat chrome	Rat start	Rat end	Rat length
ENSMUSG00000029005	ENSMUST00000030862	ENSMUSP00000030862	Draxin	1	ENSRNOG00000008911	ENSRNOP00000012079	ortholog_one2one	93.0029	93.2749	100	100.00	0.033	0.2093	1	4	148098437	148130698	32261	5	164913906	164927869	13963
ENSMUSG00000034098	ENSMUST00000038364	ENSMUSP00000038506	Fstl5	5	ENSRNOG00000047002	ENSRNOP00000068399	ortholog_one2one	97.1665	97.1665	100	100.00	0.0131	0.189	1	3	76074270	76710019	635749	2	174542667	175233457	690790
ENSMUSG00000027603	ENSMUST00000029131	ENSMUSP00000029131	Ggt7	5	ENSRNOG00000018441	ENSRNOP00000025315	ortholog_one2one	98.1873	98.1873	100	100.00	0.0085	0.1502	1	2	155490379	155514848	24469	3	151006531	151032302	25771
ENSMUSG00000048118	ENSMUST00000046305	ENSMUSP00000035512	Arid4a	4	ENSRNOG00000026239	ENSRNOP00000071353	ortholog_one2one	91.7526	91.9714	100	100.00	0.0385	0.2977	1	12	71015990	71098592	82602	6	93462852	93531806	68954
ENSMUSG00000009549	ENSMUST00000009693	ENSMUSP00000009693	Srp14	4	ENSRNOG00000007512	ENSRNOP00000009866	ortholog_one2one	100	100	100	100.00	0	0	1	2	118475850	118479711	3861	3	110245936	110249627	3691
ENSMUSG00000026558	ENSMUST00000053686	ENSMUSP00000060202	Uck2	7	ENSRNOG00000003917	ENSRNOP00000070085	ortholog_one2one	100	98.8636	100	100.00	0	0	1	1	167222883	167285320	62437	13	85376772	85443727	66955
ENSMUSG00000001228	ENSMUST00000001258	ENSMUSP00000001258	Uhrf1	7	ENSRNOG00000048411	ENSRNOP00000066794	ortholog_one2one	93.4783	88.1785	100	100.00	0.0258	0.2689	1	17	56303321	56323486	20165	9	10739309	10757954	18645
ENSMUSG00000060301	ENSMUST00000039271	ENSMUSP00000044020	2610008E11Rik	4	ENSRNOG00000022871	ENSRNOP00000034574	ortholog_one2one	95.2167	95.2167	75	100.00	0.0223	0.198	1	10	79064374	79097600	33226	7	13318533	13337858	19325
ENSMUSG00000015053	ENSMUST00000170089	ENSMUSP00000128198	Gata2	5	ENSRNOG00000012347	ENSRNOP00000017240	ortholog_one2one	98.75	98.75	100	100.00	0.0058	0.1527	1	6	88193891	88207032	13141	4	120133713	120142488	8775
ENSMUSG00000021258	ENSMUST00000221167	ENSMUSP00000152784	Ccnk	3	ENSRNOG00000006985	ENSRNOP00000053998	ortholog_one2one	97.2509	96.0951	100	100.00	0.0164	0.1734	1	12	108179579	108203357	23778	6	132090633	132113557	22924
ENSMUSG00000022738	ENSMUST00000012279	ENSMUSP00000012279	Gsc2	2	ENSRNOG00000000282	ENSRNOP00000046863	ortholog_one2one	91.1215	91.1215	75	100.00	0.0434	0.2323	1	16	17913107	17915059	1952	11	87220618	87222606	1988
ENSMUSG00000026430	ENSMUST00000027688	ENSMUSP00000027688	Rassf5	5	ENSRNOG00000005342	ENSRNOP00000008055	ortholog_one2one	95.6416	95.6416	100	100.00	0.0198	0.2166	1	1	131176410	131245258	68848	13	47956790	48022333	65543
ENSMUSG00000024530	ENSMUST00000025411	ENSMUSP00000025411	Prelid3a	4	ENSRNOG00000017954	ENSRNOP00000024144	ortholog_one2one	99.4186	99.4186	100	100.00	0.0025	0.1803	1	18	67464866	67479835	14969	18	63203063	63216410	13347
ENSMUSG00000062683	ENSMUST00000185641	ENSMUSP00000140414	Atp5g2	4	ENSRNOG00000015320	ENSRNOP00000068783	ortholog_one2one	95.2055	95.2055	100	100.00	0.0068	0.207	1	15	102662864	102671127	8263	7	144264199	144269486	5287
ENSMUSG00000024065	ENSMUST00000024860	ENSMUSP00000024860	Ehd3	2	ENSRNOG00000007744	ENSRNOP00000068716	ortholog_one2one	99.4393	93.007	100	100.00	0.0025	0.2746	1	17	73804841	73832094	27253	6	25074955	25100977	26022
ENSMUSG00000049013	ENSMUST00000061343	ENSMUSP00000051199	Prss48	1	ENSRNOG00000024208	ENSRNOP00000045586	ortholog_one2one	81.4103	81.1502	100	100.00	0.1085	0.2404	1	3	85993810	86002491	8681	2	185289833	185303610	13777
ENSMUSG00000070697	ENSMUST00000090413	ENSMUSP00000087896	Utp3	1	ENSRNOG00000003599	ENSRNOP00000004787	ortholog_one2one	91.6844	91.4894	100	100.00	0.0397	0.2321	1	5	88554462	88556090	1628	14	21154000	21155652	1652
ENSMUSG00000066191	ENSMUST00000107747	ENSMUSP00000103376	Anks6	5	ENSRNOG00000023309	ENSRNOP00000056754	ortholog_one2one	82.454	86.2644	100	100.00	0.0257	0.21	1	4	47015669	47057306	41637	5	62640645	62683964	43319
ENSMUSG00000028082	ENSMUST00000238443	ENSMUSP00000158699	Sh3d19	8	ENSRNOG00000011752	ENSRNOP00000076208	ortholog_one2one	92.0152	92.0152	100	100.00	0.0405	0.1697	1	3	85971109	86130526	159417	2	185343883	185431354	87471
ENSMUSG00000075211	ENSMUST00000099917	ENSMUSP00000097501	Olfr1006	2	ENSRNOG00000029578	ENSRNOP00000040298	ortholog_one2one	97.7564	97.7564	100	100.00	0.0123	0.2015	1	2	85673695	85678767	5072	3	73048313	73049251	938
ENSMUSG00000038756	ENSMUST00000167258	ENSMUSP00000127778	Ttll6	2	ENSRNOG00000004939	ENSRNOP00000006594	ortholog_one2one	89.0511	85.3147	50	99.07	0.0531	0.2235	1	11	96133786	96165451	31665	10	83954279	83999710	45431
ENSMUSG00000036469	ENSMUST00000110255	ENSMUSP00000105884	March1	11	ENSRNOG00000026310	ENSRNOP00000038896	ortholog_one2one	86.5052	98.4252	100	94.65	0.0096	0.099	1	8	65618086	66471637	853551	16	25001666	25192675	191009
ENSMUSG00000062127	ENSMUST00000077548	ENSMUSP00000076751	Cttnbp2nl	4	ENSRNOG00000014479	ENSRNOP00000019680	ortholog_one2one	94.5141	94.5141	100	100.00	0.0264	0.2047	1	3	105001915	105053146	51231	2	207495055	207541645	46590
ENSMUSG00000016179	ENSMUST00000016323	ENSMUSP00000016323	Camk1g	4	ENSRNOG00000006470	ENSRNOP00000009158	ortholog_one2one	99.1614	99.3698	75	100.00	0.0029	0.1696	1	1	193346346	193370298	23952	13	112075690	112099336	23646
ENSMUSG00000035960	ENSMUST00000049411	ENSMUSP00000042602	Apex1	4	ENSRNOG00000009663	ENSRNOP00000068673	ortholog_one2one	98.4227	98.4227	100	100.00	0.0073	0.1824	1	14	50924968	50927139	2171	15	27850151	27852082	1931
ENSMUSG00000015806	ENSMUST00000015950	ENSMUSP00000015950	Qdpr	10	ENSRNOG00000003253	ENSRNOP00000004385	ortholog_one2one	97.9253	97.9253	100	100.00	0.0098	0.1588	1	5	45434053	45450236	16183	14	70164650	70178284	13634
ENSMUSG00000043226	ENSMUST00000216443	ENSMUSP00000150450	Olfr1009	3	ENSRNOG00000055374	ENSRNOP00000071853	ortholog_one2one	96.4968	96.4968	100	100.00	0.0167	0.2709	1	2	85715419	85725136	9717	3	73089269	73090213	944
ENSMUSG00000021549	ENSMUST00000109552	ENSMUSP00000105179	Rasa1	10	ENSRNOG00000029185	ENSRNOP00000047300	ortholog_one2one	94.894	98.8956	100	100.00	0.0051	0.1396	1	13	85214780	85289029	74249	2	13616822	13696426	79604
ENSMUSG00000037902	ENSMUST00000161620	ENSMUSP00000124048	Sirpa	14	ENSRNOG00000004763	ENSRNOP00000069024	ortholog_one2one	80.5068	80.5068	100	100.00	0.1252	0.1157	1	2	129592839	129632220	39381	3	122114108	122151182	37074
ENSMUSG00000034387	ENSMUST00000060847	ENSMUSP00000052328	Ssu2	4	ENSRNOG00000005734	ENSRNOP00000007591	ortholog_one2one	87.3529	93.1034	100	100.00	0.0331	0.1769	1	6	112359324	112388023	28699	4	144307817	144318580	10763
ENSMUSG00000026254	ENSMUST00000076362	ENSMUSP00000075699	Eif4e2	8	ENSRNOG00000019634	ENSRNOP00000074842	ortholog_one2one	97.1429	92.9688	100	99.86	0.0173	0.1289	1	1	87213914	87240488	26574	9	94307852	94326898	19046
ENSMUSG00000098112	ENSMUST00000183211	ENSMUSP00000138523	Bin2	8	ENSRNOG00000031930	ENSRNOP00000039630	ortholog_one2one	86.5347	86.1933	100	100.00	0.0663	0.3581	1	15	100641077	100669553	28476	7	142273833	142300382	26549
ENSMUSG00000042816	ENSMUST00000054738	ENSMUSP00000058887	Gpr151	1	ENSRNOG00000027103	ENSRNOP00000043810	ortholog_one2one	85.545	85.7482	100	100.00	0.0777	0.2358	1	18	42577881	42579652	1771	18	36892403	36893797	1394
ENSMUSG00000047879	ENSMUST00000092096	ENSMUSP00000089728	Usp14	10	ENSRNOG00000014981	ENSRNOP00000020537	ortholog_one2one	98.3773	98.3773	100	100.00	0.0073	0.1012	1	18	9993066	10030141	37075	18	1178787	1216379	37592
ENSMUSG00000021474	ENSMUST00000021930	ENSMUSP00000021930	Sfxn1	3	ENSRNOG00000018279	ENSRNOP00000024707	ortholog_one2one	98.7578	98.7578	100	100.00	0.0058	0.169	1	13	54071869	54108342	36473	17	11045761	11082047	36286
ENSMUSG00000023403	ENSMUST00000024171	ENSMUSP00000024171	Stk31	4	ENSRNOG00000057554	ENSRNOP00000069902	ortholog_one2one	96.4637	96.4637	100	100.00	0.0161	0.1501	1	6	49395604	49469501	73897	4	79055280	79153831	98551
ENSMUSG00000026110	ENSMUST00000151952	ENSMUSP00000114175	Mgat4a	8	ENSRNOG00000018276	ENSRNOP00000024701	ortholog_one2one	98.5047	98.5047	100	100.00	0.0071	0.1675	1	1	37439340	37541016	101676	9	44033436	44126919	93483
ENSMUSG00000035953	ENSMUST00000160835	ENSMUSP00000124782	Pip4p1	11	ENSRNOG00000009948	ENSRNOP00000013225	ortholog_one2one	99.2958	99.2958	100	100.00	0.0034	0.109	1	14	50926068	50930849	4781	15	27852154	27855999	3845
ENSMUSG00000072872	ENSMUST00000101118	ENSMUSP00000098677	Rybp	3	ENSRNOG00000005353	ENSRNOP00000007185	ortholog_one2one	96.0526	85.8824	100	100.00	0.0308	0.1232	1	6	100228565	100287485	58920	4	132689531	132740938	51407
ENSMUSG00000074796	ENSMUST00000099362	ENSMUSP00000096963	Slc4a11	5	ENSRNOG00000021234	ENSRNOP00000028839	ortholog_one2one	96.2877	96.2877	100	100.00	0.018	0.2018	1	2	130684113	130697519	13406	3	123224242	123236535	12293
ENSMUSG00000021182	ENSMUST00000068411	ENSMUSP00000068629	Ccdc88c	8	ENSRNOG00000004482	ENSRNOP00000005908	ortholog_one2one	93.0314	92.8926	100	100.00	0.0324	0.2393	1	12	100911523	101029056	117533	6	124905808	125027553	121745
ENSMUSG00000034664	ENSMUST00000103086	ENSMUSP00000099375	Itga2b	10	ENSRNOG00000022071	ENSRNOP00000052051	ortholog_one2one	89.545	89.4584	100	100.00	0.0555	0.1799	1	11	102453297	102469883	16586	10	90398132	90415070	16938
ENSMUSG00000020152	ENSMUST00000000137	ENSMUSP00000000137	Actr2	3	ENSRNOG00000004959	ENSRNOP00000006607	ortholog_one2one	99.7462	99.7462	100	100.00	0.0012	0.1372	1	11	20062304	20112913	50609	14	104340434	104375649	35215
ENSMUSG00000024122	ENSMUST00000052462	ENSMUSP00000061942	Pdpk1	11	ENSRNOG00000006136	ENSRNOP00000061683	ortholog_one2one	98.39	98.39	100	100.00	0.0079	0.087	1	17	24078928	24150924	71996	10	13451624	13515448	63824
ENSMUSG00000036499	ENSMUST00000053484	ENSMUSP00000061493	Eea1	5	ENSRNOG00000021681	ENSRNOP00000071305	ortholog_one2one	91.7789	89.372	75	99.80	0.0447	0.2192	1	10	95940750	96045518	104768	7	37018459	37186732	168273
ENSMUSG00000003573	ENSMUST00000140212	ENSMUSP00000117033	Homer3	8	ENSRNOG00000020229	ENSRNOP00000027428	ortholog_one2one	96.6574	96.9274	100	100.00	0.0143	0.259	1	8	70282827	70294361	11534	16	20881518	20888907	7389
ENSMUSG00000041362	ENSMUST00000163821	ENSMUSP00000126227	Shtn1	3	ENSRNOG00000018350	ENSRNOP00000061843	ortholog_one2one	97.7813	97.4724	100	99.99	0.0121	0.1699	1	19	58973356	59076069	102713	1	280130703	280233755	103052
ENSMUSG00000032121	ENSMUST00000034632	ENSMUSP00000034632	Tmem218	1	ENSRNOG00000008757	ENSRNOP00000012060	ortholog_one2one	95.6522	95.6522	100	100.00	0.0228	0.1231	1	9	37208223	37224700	16477	8	39687269	39702902	15633
ENSMUSG00000029162	ENSMUST00000201621	ENSMUSP00000144050	Khk	5	ENSRNOG00000008047	ENSRNOP00000046296	ortholog_one2one	82.2157	94.6309	100	100.00	0.0244	0.2017	1	5	30921431	30931248	9817	6	26810579	26820959	10380
ENSMUSG00000040212	ENSMUST00000038876	ENSMUSP00000037289	Emp3	5	ENSRNOG00000021104	ENSRNOP00000028656	ortholog_one2one	95.092	95.092	100	100.00	0.0221	0.2804	1	7	45918023	45921404	3381	1	101900733	101903910	3177
ENSMUSG00000004849	ENSMUST00000111080	ENSMUSP00000106709	Ap1s1	5	ENSRNOG00000001415	ENSRNOP00000001918	ortholog_one2one	100	100	100	100.00	0	0	1	5	137034993	137046135	11142	12	22665112	22676075	10963
ENSMUSG00000035165	ENSMUST00000178946	ENSMUSP00000136616	Kcne3	8	ENSRNOG00000017054	ENSRNOP00000044706	ortholog_one2one	93.2039	89.7196	100	100.00	0.0412	0.2106	1	7	100176679	100184869	8190	1	165189985	165196948	6963
ENSMUSG00000009281	ENSMUST00000204930	ENSMUSP00000144799	Rarres2	5	ENSRNOG00000024705	ENSRNOP00000038525	ortholog_one2one	82.8221	82.8221	100	100.00	0.0897	0.2744	1	6	48569696	48572787	3091	4	78205812	78208767	2955
ENSMUSG00000031112	ENSMUST00000033444	ENSMUSP00000033444	Stk26	4	ENSRNOG00000007879	ENSRNOP00000010596	ortholog_one2one	99.2788	99.2788	75	100.00	0.0034	0.1285	1	X	50841047	50893097	52050	X	138046494	138096669	50175
ENSMUSG00000020062	ENSMUST00000020255	ENSMUSP00000020255	Slc5a8	1	ENSRNOG00000006367	ENSRNOP00000008613	ortholog_one2one	94.108	94.108	100	100.00	0.032	0.1671	1	10	88885992	88929515	43523	7	29435444	29477947	42503
ENSMUSG00000049604	ENSMUST00000062709	ENSMUSP00000056315	Hoxb13	1	ENSRNOG00000007491	ENSRNOP00000009934	ortholog_one2one	99.3007	99.3007	50	100.00	0.0034	0.1084	1	11	96194316	96197447	3131	10	84031955	84034228	2273
ENSMUSG00000021548	ENSMUST00000022030	ENSMUSP00000022030	Ccnh	7	ENSRNOG00000031656	ENSRNOP00000039039	ortholog_one2one	97.5232	97.5232	50	100.00	0.0135	0.1724	1	13	85189408	85213723	24315	2	13593100	13613910	20810
ENSMUSG00000038248	ENSMUST00000040275	ENSMUSP00000040072	Sobp	2	ENSRNOG00000000316	ENSRNOP00000000348	ortholog_one2one	98.7269	98.7269	100	100.00	0.0058	0.1237	1	10	43002500	43174530	172030	20	47750762	47910375	159613
ENSMUSG00000028104	ENSMUST00000091924	ENSMUSP00000089544	Polr3gl	4	ENSRNOG00000021209	ENSRNOP00000028801	ortholog_one2one	99.5413	99.5413	100	100.00	0.0019	0.2228	1	3	96577872	96594181	16309	2	198702591	198719202	16611
ENSMUSG00000021260	ENSMUST00000021685	ENSMUSP00000021685	Hhipl1	2	ENSRNOG00000028390	ENSRNOP00000038254	ortholog_one2one	96.2073	96.2073	100	100.00	0.0176	0.2379	1	12	108306270	108330869	24599	6	132219088	132240356	21268
ENSMUSG00000047759	ENSMUST00000058652	ENSMUSP00000055930	Hs3st3a1	1	ENSRNOG00000024591	ENSRNOP00000031349	ortholog_one2one	98.2188	98.2188	100	100.00	0.007	0.3394	1	11	64435332	64522841	87509	10	50928309	51014562	86253
ENSMUSG00000022607	ENSMUST00000239146	ENSMUSP00000159174	Ptk2	16	ENSRNOG00000007916	ENSRNOP00000075518	ortholog_one2one	95.6274	94.283	100	99.78	0.0051	0.0961	1	15	73205102	73423191	218089	7	114440949	114590119	149170
ENSMUSG00000033350	ENSMUST00000036267	ENSMUSP00000040775	Chst2	1	ENSRNOG00000047734	ENSRNOP00000065660	ortholog_one2one	99.6226	99.6226	100	100.00	0.0018	0.1109	1	9	95399292	95406722	7430	8	103188651	103190243	1592
ENSMUSG00000036131	ENSMUST00000164311	ENSMUSP00000126628	Frmd7	2	ENSRNOG00000024762	ENSRNOP00000037504	ortholog_one2one	96.7283	96.7283	50	100.00	0.0154	0.1397	1	X	50895180	50942710	47530	X	138098185	138148967	50782
ENSMUSG00000040189	ENSMUST00000210039	ENSMUSP00000147338	Ccdc114	7	ENSRNOG00000021109	ENSRNOP00000028662	ortholog_one2one	87.0821	82.5648	100	100.00	0.0679	0.2692	1	7	45924215	45948963	24748	1	101906903	101932998	26095
ENSMUSG00000049643	ENSMUST00000067386	ENSMUSP00000066803	2310022A10Rik	8	ENSRNOG00000018408	ENSRNOP00000069464	ortholog_one2one	94.9153	94.9153	100	100.00	0.0251	0.157	1	7	27553233	27582099	28866	1	84361736	84385727	23991
ENSMUSG00000057788	ENSMUST00000008004	ENSMUSP00000008004	Ddx49	5	ENSRNOG00000022368	ENSRNOP00000004891	ortholog_one2one	96.0417	96.0417	100	100.00	0.0184	0.2745	1	8	70292866	70302489	9623	16	20873642	20881439	7797
ENSMUSG00000060985	ENSMUST00000121146	ENSMUSP00000137298	Tdrd5	5	ENSRNOG00000004018	ENSRNOP00000005353	ortholog_one2one	91.4423	90.9178	100	100.00	0.0442	0.232	1	1	156255296	156303664	48368	13	73872646	73921303	48657
ENSMUSG00000023951	ENSMUST00000071648	ENSMUSP00000071575	Vegfa	13	ENSRNOG00000019598	ENSRNOP00000026637	ortholog_one2one	97.449	97.201	100	100.00	0.0118	0.0797	1	17	46016993	46032369	15376	9	17340341	17355681	15340
ENSMUSG00000052812	ENSMUST00000045664	ENSMUSP00000047445	Atad2b	5	ENSRNOG00000058973	ENSRNOP00000070114	ortholog_one2one	92.6027	93.0489	75	100.00	0.038	0.2045	1	12	4917404	5047394	129990	6	29012207	29163134	150927
ENSMUSG00000004221	ENSMUST00000164101	ENSMUSP00000126770	Ikbkg	18	ENSRNOG00000060936	ENSRNOP00000075158	ortholog_one2one	93.0233	97.0874	100	100.00	0.0142	0.1557	1	X	74393291	74453778	60487	X	156257173	156270748	13575
ENSMUSG00000022861	ENSMUST00000089925	ENSMUSP00000087371	Dgkg	5	ENSRNOG00000001796	ENSRNOP00000002452	ortholog_one2one	93.401	93.401	100	100.00	0.0326	0.1551	1	16	22468461	22657173	188712	11	81972219	82163165	190946
ENSMUSG00000028003	ENSMUST00000029632	ENSMUSP00000029632	Lrat	1	ENSRNOG00000025608	ENSRNOP00000035053	ortholog_one2one	90.0433	90.0433	100	100.00	0.0529	0.1897	1	3	82892579	82903973	11394	2	181900499	181905300	4801
ENSMUSG00000073096	ENSMUST00000114545	ENSMUSP00000110192	Lrrc61	6	ENSRNOG00000008234	ENSRNOP00000010864	ortholog_one2one	94.5946	94.5946	100	100.00	0.0272	0.1839	1	6	48554796	48570722	15926	4	78187117	78206818	19701
ENSMUSG00000020282	ENSMUST00000020524	ENSMUSP00000020524	Rhbdf1	9	ENSRNOG00000020594	ENSRNOP00000027965	ortholog_one2one	98.9486	98.9486	75	100.00	0.0047	0.2318	1	11	32209585	32222300	12715	10	15672382	15685284	12902
ENSMUSG00000029681	ENSMUST00000031692	ENSMUSP00000031692	Bcl7b	5	ENSRNOG00000032705	ENSRNOP00000046167	ortholog_one2one	99.505	99.505	100	100.00	0.0024	0.2387	1	5	135168283	135181855	13572	12	24543759	24556976	13217
ENSMUSG00000026333	ENSMUST00000027571	ENSMUSP00000027571	Gin1	7	ENSRNOG00000011962	ENSRNOP00000016028	ortholog_one2one	91.8919	91.8919	75	99.99	0.044	0.2844	1	1	97770197	97793709	23512	9	111200383	111220651	20268
ENSMUSG00000030259	ENSMUST00000111704	ENSMUSP00000107333	Rassf8	4	ENSRNOG00000015986	ENSRNOP00000071421	ortholog_one2one	98.3294	98.3294	100	100.00	0.0074	0.3082	1	6	145746748	145821079	74331	4	180123905	180135966	12061
ENSMUSG00000038525	ENSMUST00000072896	ENSMUSP00000072669	Armc10	5	ENSRNOG00000012785	ENSRNOP00000042700	ortholog_one2one	93.4641	93.4641	75	100.00	0.0357	0.2	1	5	21645879	21662694	16815	4	10004848	10020022	15174
ENSMUSG00000033860	ENSMUST00000048486	ENSMUSP00000037018	Fgg	2	ENSRNOG00000025074	ENSRNOP00000032735	ortholog_one2one	89.842	91.0755	100	100.00	0.0473	0.3105	1	3	83007724	83015049	7325	2	181987217	181994514	7297
ENSMUSG00000028933	ENSMUST00000030773	ENSMUSP00000030773	Xrcc2	4	ENSRNOG00000007493	ENSRNOP00000010025	ortholog_one2one	94.2446	94.2446	50	100.00	0.031	0.2063	1	5	25689812	25705825	16013	4	5841998	5860527	18529
ENSMUSG00000031938	ENSMUST00000180339	ENSMUSP00000136717	4931406C07Rik	9	ENSRNOG00000010887	ENSRNOP00000014496	ortholog_one2one	94.2857	94.2857	100	100.00	0.0296	0.244	1	9	15283337	15306448	23111	8	13838572	13861212	22640
ENSMUSG00000024066	ENSMUST00000233621	ENSMUSP00000156944	Xdh	14	ENSRNOG00000007081	ENSRNOP00000009634	ortholog_one2one	94.4569	94.7408	75	100.00	0.0272	0.2354	1	17	73883908	73950196	66288	6	25149235	25211494	62259
ENSMUSG00000022040	ENSMUST00000070515	ENSMUSP00000069209	Ephx2	3	ENSRNOG00000017286	ENSRNOP00000023385	ortholog_one2one	91.3357	91.3357	100	100.00	0.0438	0.1542	1	14	66084377	66124500	40123	15	42757235	42794279	37044
ENSMUSG00000028699	ENSMUST00000030465	ENSMUSP00000030465	Tspan1	3	ENSRNOG00000023320	ENSRNOP00000072392	ortholog_one2one	92.5	92.1162	75	100.00	0.0393	0.1612	1	4	116161869	116167600	5731	5	135019778	135024447	4669
ENSMUSG00000006315	ENSMUST00000006478	ENSMUSP00000006478	Tmem147	7	ENSRNOG00000021006	ENSRNOP00000028514	ortholog_one2one	99.5536	99.5536	100	100.00	0.002	0.1101	1	7	30727705	30729540	1835	1	89177992	89179825	1833
ENSMUSG00000048206	ENSMUST00000203827	ENSMUSP00000145239	Dnajb8	2	ENSRNOG00000034088	ENSRNOP00000049331	ortholog_one2one	87.6652	84.6809	100	100.00	0.0821	0.3714	1	6	88222885	88254415	31530	4	120156659	120159265	2606
ENSMUSG00000028567	ENSMUST00000030296	ENSMUSP00000030296	Txndc12	3	ENSRNOG00000008090	ENSRNOP00000010700	ortholog_one2one	99.4118	99.4118	100	100.00	0.0027	0.1452	1	4	108834601	108862127	27526	5	128450680	128475864	25184
ENSMUSG00000021418	ENSMUST00000171686	ENSMUSP00000130290	Rpp40	4	ENSRNOG00000016226	ENSRNOP00000062962	ortholog_one2one	93.6639	93.6639	100	100.00	0.0321	0.1611	1	13	35893472	35906359	12887	17	29638677	29647763	9086
ENSMUSG00000022455	ENSMUST00000023089	ENSMUSP00000023089	Wbp2nl	1	ENSRNOG00000008038	ENSRNOP00000010606	ortholog_one2one	86.6295	86.6295	100	100.00	0.0752	0.1895	1	15	82298954	82314623	15669	7	123531682	123548081	16399
ENSMUSG00000029227	ENSMUST00000080164	ENSMUSP00000079059	Fip1l1	13	ENSRNOG00000002275	ENSRNOP00000072529	ortholog_one2one	100	100	100	100.00	0	0	1	5	74535449	74598790	63341	14	36150399	36208373	57974
ENSMUSG00000049097	ENSMUST00000058943	ENSMUSP00000102707	Ankrd34a	1	ENSRNOG00000033741	ENSRNOP00000053081	ortholog_one2one	99.1919	99.1919	100	100.00	0.0041	0.0839	1	3	96596636	96599775	3139	2	198721724	198725154	3430
ENSMUSG00000028847	ENSMUST00000030660	ENSMUSP00000030660	Trappc3	2	ENSRNOG00000010550	ENSRNOP00000014383	ortholog_one2one	100	100	100	100.00	0	0	1	4	126262325	126275883	13558	5	144281614	144295331	13717
ENSMUSG00000048175	ENSMUST00000143400	ENSMUSP00000115813	Asb8	4	ENSRNOG00000010099	ENSRNOP00000013704	ortholog_one2one	99.3056	99.3056	100	100.00	0.0033	0.2485	1	15	98134637	98165625	30988	7	139724346	139731876	7530
ENSMUSG00000001270	ENSMUST00000001304	ENSMUSP00000001304	Ckb	5	ENSRNOG00000010872	ENSRNOP00000015122	ortholog_one2one	99.4751	99.4751	100	100.00	0.0022	0.3139	1	12	111669361	111672338	2977	6	136142956	136145837	2881
ENSMUSG00000062694	ENSMUST00000075477	ENSMUSP00000074922	Cav3	1	ENSRNOG00000005798	ENSRNOP00000007601	ortholog_one2one	98.6755	98.6755	100	100.00	0.0057	0.2465	1	6	112459505	112472872	13367	4	144382945	144398917	15972
ENSMUSG00000021259	ENSMUST00000021684	ENSMUSP00000021684	Cyp46a1	4	ENSRNOG00000007147	ENSRNOP00000009896	ortholog_one2one	98.4	98.4	100	100.00	0.0074	0.2287	1	12	108334381	108362234	27853	6	132246602	132273787	27185
ENSMUSG00000034990	ENSMUST00000047025	ENSMUSP00000044177	Otoa	7	ENSRNOG00000017487	ENSRNOP00000023591	ortholog_one2one	93.0519	93.0519	100	100.00	0.0352	0.1459	1	7	121083322	121163097	79775	1	191029861	191097290	67429
ENSMUSG00000049530	ENSMUST00000053250	ENSMUSP00000058204	Clrn2	1	ENSRNOG00000027195	ENSRNOP00000022589	ortholog_one2one	98.2759	98.2759	100	100.00	0.0084	0.2395	1	5	45453751	45464149	10398	14	70150983	70160624	9641
ENSMUSG00000049112	ENSMUST00000053306	ENSMUSP00000051132	Oxtr	2	ENSRNOG00000005806	ENSRNOP00000007724	ortholog_one2one	97.6804	97.6804	100	100.00	0.0101	0.2887	1	6	112473683	112489943	16260	4	144403358	144416116	12758
ENSMUSG00000040111	ENSMUST00000119373	ENSMUSP00000112489	Gramd1b	15	ENSRNOG00000053577	ENSRNOP00000068626	ortholog_one2one	99.2027	99.2027	100	100.00	0.0036	0.1775	1	9	40293239	40531383	238144	8	44165367	44327551	162184
ENSMUSG00000039168	ENSMUST00000044524	ENSMUSP00000047186	Dap	5	ENSRNOG00000010747	ENSRNOP00000014439	ortholog_one2one	94.1176	94.1176	100	100.00	0.0306	0.1488	1	15	31224314	31274341	50027	2	84275884	84328998	53114
